,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
543,1,0,4.3,539,28,62,617,300.0,5047
544,1,1,3.9,681,3,20,1274,800.0,5047
545,1,0,3.8,106,28,29,306,350.0,5047
546,1,1,4.1,1025,3,20,1156,1000.0,5047
547,1,0,3.6,132,3,12,1652,250.0,5047
548,1,0,4.2,289,3,62,6,400.0,5047
549,1,0,3.9,407,28,20,1196,500.0,5047
550,1,0,3.9,201,3,62,1196,250.0,5047
551,1,0,3.7,37,3,13,359,400.0,5047
552,1,0,4.1,203,28,65,366,650.0,314
553,1,0,3.1,320,28,20,1384,600.0,5047
554,1,1,3.8,257,3,20,73,800.0,5047
555,1,0,3.8,46,28,62,1465,450.0,5047
556,1,0,3.9,102,3,13,352,450.0,5047
557,1,1,4.2,237,28,22,349,600.0,5047
558,1,0,3.7,108,3,62,1084,600.0,5047
559,1,0,3.9,34,28,20,1091,750.0,5047
560,1,0,3.2,144,3,62,1218,350.0,2461
561,1,1,4.2,1028,28,21,614,1100.0,5047
562,1,0,3.8,84,3,29,38,600.0,3885
563,1,0,4.0,181,28,20,1214,550.0,5047
564,1,0,4.0,128,0,30,949,230.0,3240
565,1,0,3.8,171,28,62,1156,250.0,5047
566,1,0,3.9,200,28,62,1087,400.0,5047
567,1,0,3.0,114,3,20,521,1000.0,5047
568,1,0,3.8,146,28,20,521,600.0,5047
569,1,0,4.2,248,0,32,210,500.0,381
570,1,1,4.1,583,28,21,688,1200.0,5047
571,1,0,3.7,42,28,62,1196,500.0,5047
572,1,0,3.7,171,3,13,332,300.0,5047
573,1,0,3.7,79,28,62,826,500.0,5047
574,1,0,3.7,46,28,13,318,450.0,5047
575,0,0,4.2,1278,3,20,43,800.0,5047
576,1,0,3.4,276,0,66,1455,250.0,5047
577,1,0,3.1,64,28,20,1554,750.0,5047
578,1,0,4.0,69,0,30,773,300.0,5047
579,1,0,3.7,288,46,62,1196,500.0,3537
580,1,0,4.3,676,3,45,772,500.0,5047
581,1,0,4.1,140,28,62,1547,100.0,5047
582,1,0,4.0,65,28,9,217,600.0,4490
583,1,1,4.1,448,28,20,695,700.0,5047
584,1,0,4.0,203,0,14,350,500.0,5047
585,1,0,3.1,166,3,62,1219,600.0,5047
586,1,1,4.1,1320,28,20,1222,1200.0,5047
587,1,0,4.0,116,28,20,604,400.0,5047
588,1,0,4.4,288,3,12,217,400.0,5047
589,1,0,2.7,85,28,13,496,500.0,5047
590,1,0,3.9,124,0,62,1196,400.0,5047
591,1,0,3.6,323,3,41,1476,800.0,5047
592,1,0,3.7,51,3,62,1156,300.0,5047
593,1,0,4.2,229,28,20,1296,1000.0,5047
594,1,0,2.8,102,3,62,1196,350.0,5047
595,1,0,4.0,76,28,62,1023,150.0,5047
596,1,0,3.9,42,28,30,817,250.0,5047
597,1,0,3.9,239,28,30,789,500.0,5047
598,1,0,3.7,55,28,62,1620,200.0,5047
599,1,0,3.9,178,28,30,767,400.0,5047
600,1,0,3.4,224,3,62,1059,400.0,5047
601,1,0,3.9,199,0,62,1451,300.0,5047
602,1,1,4.0,1010,28,58,882,1300.0,5047
603,1,1,3.8,72,28,62,1496,400.0,5047
604,0,1,4.1,1000,3,21,50,800.0,5047
605,1,0,3.8,613,0,13,472,600.0,5047
606,1,0,2.9,42,0,62,1432,250.0,5047
607,1,0,3.7,194,0,62,1156,400.0,5047
608,0,0,4.3,423,3,30,956,150.0,5047
609,1,0,3.7,158,30,20,251,700.0,5047
610,1,1,4.1,1403,28,26,1296,1100.0,971
611,1,0,3.9,153,28,41,427,400.0,5047
612,1,1,2.9,90,3,20,1449,800.0,5047
613,1,0,3.1,140,0,20,1182,600.0,5047
614,1,0,4.1,463,0,13,344,500.0,5047
615,1,0,4.2,384,3,72,1465,600.0,4167
616,0,0,4.0,177,3,62,1112,400.0,5047
617,1,0,3.6,70,0,62,1248,350.0,2425
618,1,1,4.0,790,28,20,696,1300.0,5047
619,1,0,3.9,92,28,62,1602,300.0,5047
620,0,0,4.1,131,3,69,1121,400.0,5047
621,1,0,3.8,89,28,30,957,400.0,5047
622,1,0,3.0,57,30,62,1329,400.0,5047
623,1,0,3.8,92,3,41,674,1100.0,5047
624,1,0,3.0,57,28,20,604,650.0,5047
625,1,0,4.3,133,28,29,181,300.0,5047
626,0,0,4.0,164,3,0,769,250.0,5047
627,1,0,3.9,161,28,29,1209,500.0,3314
628,1,0,4.0,308,30,13,388,750.0,5047
629,1,0,2.6,208,28,20,602,650.0,5047
630,1,0,3.4,116,3,20,1423,400.0,5047
631,1,0,2.7,48,3,65,549,650.0,5047
632,1,0,3.7,127,28,13,467,700.0,5047
633,1,1,3.9,727,28,13,416,800.0,5047
634,0,0,3.9,125,3,13,446,500.0,5047
635,1,0,2.6,170,3,20,978,600.0,5047
636,0,0,3.8,89,3,20,1196,550.0,5047
637,1,0,4.0,507,28,19,460,1000.0,5047
638,1,0,3.8,254,0,20,521,550.0,5047
639,1,0,2.8,334,3,20,1196,500.0,5047
640,0,0,3.8,69,3,14,350,700.0,5047
641,1,1,4.1,842,28,21,1546,1100.0,2359
642,1,0,4.0,88,28,0,181,500.0,5047
643,1,0,3.5,283,0,62,206,350.0,5047
644,1,1,4.1,293,28,20,938,500.0,5047
645,0,0,2.9,106,3,20,1196,450.0,5047
646,1,0,3.0,61,0,13,332,650.0,5047
647,0,0,2.8,80,3,20,46,650.0,5047
648,1,1,4.0,347,28,20,1295,1000.0,5047
649,1,0,3.4,186,3,20,1598,450.0,5047
650,0,0,4.0,93,3,72,181,800.0,5047
651,0,0,2.4,183,3,29,1156,450.0,5047
652,0,0,2.9,85,3,62,1615,250.0,5047
653,0,0,3.4,66,3,20,590,800.0,5047
654,0,0,2.9,58,3,62,203,250.0,5047
655,0,0,3.6,162,3,20,1196,500.0,5047
656,0,0,2.7,67,3,41,1451,300.0,5047
657,0,0,2.2,90,3,20,1196,750.0,5047
658,0,0,2.4,96,3,20,1292,500.0,5047
659,1,0,4.0,101,3,20,1079,500.0,5047
660,1,1,3.8,560,28,20,1156,800.0,5047
661,1,0,3.7,243,28,20,286,450.0,5047
662,1,0,3.2,148,3,62,1547,250.0,5047
663,0,0,2.3,291,3,20,1600,250.0,5047
664,1,1,3.9,1337,3,46,7,1700.0,5047
665,0,0,4.0,65,3,30,956,200.0,5047
666,1,0,3.6,43,28,20,583,600.0,5047
667,1,0,3.7,46,0,20,1156,400.0,2416
668,1,0,3.7,46,0,30,960,150.0,5047
669,1,0,3.7,117,28,62,1156,150.0,5047
670,1,1,4.4,2487,3,57,1343,900.0,5047
671,1,0,3.2,66,3,20,1196,600.0,5047
672,0,1,4.1,1187,28,26,979,1200.0,5047
673,0,0,4.3,353,28,20,1416,1200.0,5047
674,0,1,4.2,1212,28,20,1490,1200.0,5047
675,1,0,3.7,115,0,20,565,550.0,5047
676,1,0,4.1,952,28,20,1614,400.0,5047
677,0,0,3.8,915,28,20,1156,600.0,5047
678,1,0,3.7,135,0,20,1196,500.0,5047
679,0,1,4.1,466,28,20,1064,700.0,5047
680,0,0,3.8,115,28,62,1209,350.0,5047
681,0,0,3.9,61,28,72,1052,400.0,5047
682,0,0,3.9,86,28,30,949,250.0,5047
683,0,0,4.0,193,28,20,1555,500.0,5047
684,0,0,3.8,82,28,47,1472,1000.0,5047
685,0,0,3.9,115,28,62,1547,200.0,5047
686,0,0,3.7,28,0,20,1196,500.0,5047
687,0,0,3.2,63,28,3,191,600.0,5047
688,0,0,3.1,44,0,29,1196,500.0,5047
689,0,0,3.5,65,28,20,1420,750.0,5047
690,0,0,2.7,76,0,62,1196,500.0,5047
691,0,0,2.6,75,0,62,1438,400.0,5047
692,0,0,3.0,55,28,20,65,800.0,5047
693,0,0,3.7,48,28,20,1335,800.0,5047
694,0,0,2.9,39,28,72,857,500.0,5047
695,1,0,3.9,193,28,20,1589,400.0,5047
696,1,0,3.9,63,3,62,1487,200.0,5047
697,1,0,3.8,186,28,13,339,500.0,5047
698,1,0,3.3,28,3,72,282,400.0,5047
699,0,0,4.3,423,3,30,956,150.0,5047
700,0,0,4.0,102,3,0,175,400.0,5047
701,0,0,4.1,131,3,69,1121,400.0,5047
702,0,0,4.0,164,3,0,769,250.0,5047
703,1,0,3.9,102,3,13,352,450.0,5047
704,1,0,3.9,70,3,30,767,350.0,5047
705,1,0,3.9,188,3,30,959,400.0,5047
706,0,0,3.8,46,3,35,961,300.0,5047
707,1,0,4.4,677,3,45,772,500.0,5047
708,1,0,3.9,40,3,41,442,400.0,5047
709,1,0,3.9,99,3,30,956,400.0,5047
710,0,0,4.0,93,3,72,181,800.0,5047
711,0,0,3.8,69,3,14,350,700.0,5047
712,1,0,4.1,41,3,29,181,500.0,5047
713,0,0,4.0,65,3,30,956,200.0,5047
714,1,1,4.1,448,28,20,695,700.0,5047
715,1,0,4.1,46,28,13,502,600.0,5047
716,1,0,4.3,132,28,29,181,300.0,5047
717,1,0,4.1,237,28,30,791,500.0,5047
718,1,0,3.9,239,28,30,789,500.0,5047
719,0,0,4.1,521,28,13,404,550.0,5047
720,0,0,4.0,319,28,30,773,500.0,5047
721,1,0,3.8,89,28,30,957,400.0,5047
722,0,0,3.2,63,28,3,191,600.0,5047
723,0,0,2.9,231,28,30,793,800.0,5047
724,1,0,4.5,1179,0,29,930,500.0,5047
725,1,0,3.6,796,3,20,286,550.0,5047
726,1,1,3.8,500,3,20,1437,1000.0,5047
727,1,1,3.9,681,3,20,1274,800.0,5047
728,1,0,3.8,207,3,20,237,700.0,5047
729,1,0,4.0,532,3,20,610,800.0,5047
730,1,0,4.2,421,3,20,604,700.0,5047
731,1,0,3.9,319,3,20,1196,650.0,5047
732,1,1,4.1,1025,3,20,1156,1000.0,5047
733,1,1,3.6,225,3,20,286,700.0,5047
734,0,1,4.0,200,3,13,383,700.0,5047
735,1,1,4.0,739,3,20,296,800.0,5047
736,0,0,3.8,149,3,20,1058,400.0,5047
737,1,0,3.9,102,3,13,352,450.0,5047
738,1,0,3.7,110,3,20,43,800.0,5047
739,1,0,3.7,171,3,13,332,300.0,5047
740,1,0,3.7,37,3,13,359,400.0,5047
741,1,1,3.9,1227,3,20,116,900.0,5047
742,0,0,3.9,124,3,13,446,500.0,5047
743,1,0,2.8,335,3,20,1196,500.0,5047
744,1,0,3.9,49,3,13,332,600.0,5047
745,0,0,3.8,89,3,20,1196,550.0,5047
746,1,0,2.7,425,3,20,1597,400.0,5047
747,1,0,4.0,101,3,20,1079,500.0,5047
748,1,0,3.2,133,3,20,1209,500.0,5047
749,0,0,2.7,160,3,20,604,850.0,5047
750,1,0,3.4,186,3,20,1598,450.0,5047
751,0,0,3.8,69,3,14,350,700.0,5047
752,0,0,3.7,311,3,20,1355,400.0,5047
753,1,0,4.4,288,3,12,217,400.0,5047
754,1,1,3.5,551,3,20,1236,600.0,5047
755,1,0,3.0,122,3,20,609,500.0,5047
756,0,0,2.9,106,3,20,1196,450.0,5047
757,0,1,2.9,200,3,20,602,1000.0,5047
758,1,0,3.2,66,3,20,1196,600.0,5047
759,0,0,2.8,80,3,20,46,650.0,5047
760,1,0,2.6,170,3,20,978,600.0,5047
761,0,0,3.4,66,3,20,590,800.0,5047
762,0,0,3.6,162,3,20,1196,500.0,5047
763,1,1,2.9,90,3,20,1449,800.0,5047
764,0,0,2.2,90,3,20,1196,750.0,5047
765,0,0,2.4,96,3,20,1292,500.0,5047
766,1,0,3.4,116,3,20,1423,400.0,5047
767,1,0,3.6,132,3,12,1652,250.0,5047
768,1,0,3.8,55,3,62,1589,300.0,5047
769,1,0,3.0,114,3,20,521,1000.0,5047
770,0,0,2.3,291,3,20,1600,250.0,5047
771,1,1,3.8,257,3,20,73,800.0,5047
772,1,0,4.0,398,3,62,1589,400.0,5047
773,0,0,4.0,177,3,62,1112,400.0,5047
774,1,0,4.0,256,3,62,322,500.0,5047
775,1,0,3.9,78,3,62,1156,400.0,5047
776,1,0,3.8,312,3,62,1156,400.0,5047
777,1,0,3.7,168,3,62,1110,600.0,5047
778,0,0,4.1,315,3,62,1322,500.0,5047
779,1,0,3.7,108,3,62,1084,600.0,5047
780,1,0,3.7,314,3,62,1474,800.0,5047
781,1,0,3.9,188,3,30,959,400.0,5047
782,1,0,3.7,139,3,62,1268,400.0,5047
783,1,0,3.8,472,3,62,323,600.0,5047
784,1,0,3.8,369,3,62,322,400.0,5047
785,0,0,3.9,197,3,62,1547,150.0,5047
786,0,0,3.8,46,3,35,961,300.0,5047
787,0,0,3.3,50,3,41,521,400.0,5047
788,1,0,3.9,201,3,62,1196,250.0,5047
789,1,0,4.2,289,3,62,6,400.0,5047
790,1,0,3.2,144,3,62,1218,350.0,5047
791,1,0,3.4,224,3,62,1059,400.0,5047
792,1,0,3.1,166,3,62,1219,600.0,5047
793,1,0,3.2,167,3,62,1507,600.0,5047
794,1,0,4.0,597,3,62,1156,400.0,5047
795,1,0,3.8,56,3,62,300,500.0,5047
796,1,0,3.6,137,3,62,84,300.0,5047
797,1,0,3.9,114,3,62,1190,500.0,5047
798,1,0,3.9,75,3,62,1451,200.0,5047
799,1,0,3.2,148,3,62,1547,250.0,5047
800,1,0,2.4,204,3,62,1465,750.0,5047
801,1,0,2.9,153,3,62,197,600.0,5047
802,1,0,3.9,63,3,62,1487,200.0,5047
803,1,0,2.7,48,3,65,549,650.0,5047
804,1,0,3.8,170,3,62,1256,250.0,5047
805,1,0,3.8,92,3,41,674,1100.0,5047
806,1,0,2.8,102,3,62,1196,350.0,5047
807,0,0,3.5,56,3,62,1587,400.0,5047
808,0,0,2.9,85,3,62,1615,250.0,5047
809,0,0,2.9,58,3,62,203,250.0,5047
810,1,0,3.7,51,3,62,1156,300.0,5047
811,1,0,4.0,212,3,62,1156,400.0,5047
812,1,0,3.8,182,3,41,1181,600.0,5047
813,1,0,2.4,158,3,62,1196,300.0,5047
814,1,0,3.6,323,3,41,1476,800.0,5047
815,1,0,3.1,175,3,62,42,250.0,5047
816,0,0,4.5,2781,28,21,1170,1200.0,5047
817,0,1,4.7,3844,28,20,1325,1600.0,5047
818,0,0,4.3,353,28,20,1416,1200.0,5047
819,1,1,4.4,4312,28,52,625,1600.0,5047
820,0,1,4.3,1196,28,5,803,1500.0,5047
821,0,1,4.6,311,28,20,1436,1300.0,5047
822,0,1,4.2,1212,28,20,1490,1200.0,5047
823,0,1,4.1,1235,28,20,1423,800.0,5047
824,0,1,3.9,1763,28,4,899,1300.0,5047
825,1,1,4.1,1538,28,20,165,1000.0,5047
826,1,0,4.1,954,28,20,1614,400.0,5047
827,1,1,4.1,585,28,21,688,1200.0,5047
828,1,0,4.2,374,28,20,266,750.0,5047
829,1,1,4.2,1028,28,21,614,1100.0,5047
830,1,1,4.1,448,28,20,695,700.0,5047
831,0,1,4.1,1187,28,26,979,1200.0,5047
832,1,0,4.0,180,28,20,1214,550.0,5047
833,1,1,4.0,1010,28,58,882,1300.0,5047
834,1,0,4.2,230,28,20,1296,1000.0,5047
835,1,1,4.1,842,28,21,1546,1100.0,5047
836,1,1,4.1,1320,28,20,1222,1200.0,5047
837,1,1,4.0,790,28,20,696,1300.0,5047
838,0,0,3.8,915,28,20,1156,600.0,5047
839,1,1,3.8,756,28,20,1156,1000.0,5047
840,1,0,3.9,34,28,20,1091,750.0,5047
841,1,1,4.0,347,28,20,1295,1000.0,5047
842,1,1,4.1,293,28,20,938,500.0,5047
843,1,0,3.9,347,28,20,609,600.0,5047
844,1,0,4.1,587,28,20,558,700.0,5047
845,1,0,4.0,1306,28,20,625,750.0,5047
846,0,1,4.1,466,28,20,1064,700.0,5047
847,0,0,4.0,129,28,62,1589,300.0,5047
848,1,0,3.7,217,28,20,1423,500.0,5047
849,0,0,3.8,115,28,62,1209,350.0,5047
850,0,0,3.8,59,28,20,1423,400.0,5047
851,0,0,3.7,535,28,20,1304,950.0,5047
852,0,0,3.8,228,28,62,1250,400.0,5047
853,1,0,3.9,178,28,20,1589,450.0,5047
854,1,1,3.9,727,28,13,416,800.0,5047
855,1,0,3.7,243,28,20,286,450.0,5047
856,0,0,4.1,521,28,13,404,550.0,5047
857,0,0,2.9,51,28,20,1451,600.0,5047
858,1,1,4.4,4381,28,22,1468,600.0,5047
859,0,0,4.0,193,28,20,1555,500.0,5047
860,0,0,3.8,177,28,62,1366,400.0,5047
861,0,1,3.9,165,28,20,1592,1000.0,5047
862,0,0,3.4,97,28,21,1559,1100.0,5047
863,1,0,3.7,132,28,13,504,400.0,5047
864,0,0,3.8,82,28,47,1472,1000.0,5047
865,1,0,3.9,407,28,20,1196,500.0,5047
866,1,0,3.8,46,28,13,318,450.0,5047
867,0,0,3.3,177,28,20,1222,950.0,5047
868,1,0,3.8,146,28,20,521,600.0,5047
869,1,0,3.1,320,28,20,1384,600.0,5047
870,0,0,3.4,48,28,13,436,550.0,5047
871,0,0,2.3,175,28,20,1156,450.0,5047
872,1,0,3.1,64,28,20,1554,750.0,5047
873,0,0,3.5,65,28,20,1420,750.0,5047
874,0,0,3.0,55,28,20,65,800.0,5047
875,0,0,3.7,48,28,20,1335,800.0,5047
876,1,0,3.0,57,28,20,604,650.0,5047
877,1,0,3.7,127,28,13,467,700.0,5047
878,1,0,2.5,321,28,62,1241,400.0,5047
879,1,0,3.9,92,28,62,1602,300.0,5047
880,0,0,3.9,115,28,62,1547,200.0,5047
881,1,0,3.9,386,28,62,1476,600.0,5047
882,1,0,3.3,212,28,62,236,350.0,5047
883,0,0,2.9,231,28,30,793,800.0,5047
884,1,0,3.9,62,28,62,324,300.0,5047
885,1,1,4.1,612,0,21,141,1500.0,5047
886,1,0,4.0,827,0,20,1490,500.0,5047
887,1,0,3.9,362,0,20,1156,600.0,5047
888,1,0,3.7,135,0,20,1196,500.0,5047
889,1,0,4.0,244,0,62,202,400.0,5047
890,1,0,3.0,102,0,20,1589,600.0,5047
891,1,0,3.7,115,0,20,565,550.0,5047
892,1,0,4.2,465,0,62,1179,300.0,5047
893,1,0,3.9,173,0,62,1461,250.0,5047
894,1,0,4.1,83,0,62,856,400.0,5047
895,1,0,4.0,107,0,62,1156,300.0,5047
896,0,0,3.7,28,0,20,1196,500.0,5047
897,1,0,3.7,194,0,62,1156,400.0,5047
898,0,0,2.7,76,0,62,1196,500.0,5047
899,0,0,2.6,75,0,62,1438,400.0,5047
900,1,0,2.9,126,0,62,565,300.0,5047
901,1,0,3.9,435,0,20,197,650.0,5047
902,1,0,2.9,255,0,62,1156,250.0,5047
903,1,1,4.4,2488,3,57,1343,900.0,5047
904,1,1,4.4,2237,3,21,744,1200.0,5047
905,1,1,3.9,1337,3,46,7,1700.0,5047
906,1,1,3.9,681,3,20,1274,800.0,5047
907,0,0,4.5,2781,28,21,1170,1200.0,5047
908,1,1,4.4,4312,28,52,625,1600.0,5047
909,0,1,3.9,1763,28,4,899,1300.0,5047
910,1,1,4.1,585,28,21,688,1200.0,5047
911,0,1,4.1,1187,28,26,979,1200.0,5047
912,1,1,4.0,1010,28,58,882,1300.0,5047
913,1,1,4.1,842,28,21,1546,1100.0,5047
914,0,0,3.4,97,28,21,1559,1100.0,5047
915,1,1,4.1,612,0,21,141,1500.0,5047
916,1,1,4.2,2022,30,20,1416,1000.0,5047
917,0,0,3.8,166,4,20,1406,600.0,5047
918,1,0,3.8,286,4,20,1156,600.0,5047
919,0,1,4.1,2303,30,20,1196,950.0,5047
920,1,1,4.1,2339,30,20,1206,1500.0,5047
921,1,0,4.4,4884,30,20,1402,750.0,2096
922,1,1,4.1,775,1,20,1386,800.0,5047
923,1,0,3.8,918,1,16,484,800.0,1684
924,1,0,3.8,74,85,20,672,1000.0,4132
925,1,0,4.1,139,30,20,1277,550.0,5047
926,0,1,3.8,176,30,20,1158,1350.0,5047
927,1,1,3.8,584,30,20,1381,1200.0,5047
928,0,1,4.3,633,30,16,413,800.0,5047
929,0,1,4.1,102,30,13,379,800.0,5047
930,1,1,4.6,1755,4,22,1468,600.0,5047
931,1,0,3.9,240,4,13,332,700.0,5047
932,0,0,3.8,148,4,22,1194,550.0,5047
933,1,0,4.0,219,4,13,455,600.0,5047
934,1,0,4.1,216,4,13,391,500.0,5047
935,1,0,3.7,514,4,13,458,600.0,5047
936,1,0,3.4,58,4,13,436,400.0,5047
937,1,1,4.3,1252,30,22,922,800.0,5047
938,0,0,4.2,704,30,13,332,500.0,5047
939,1,0,4.1,796,30,13,437,400.0,5047
940,0,1,4.2,731,30,13,393,800.0,5047
941,0,0,4.2,223,30,13,501,800.0,5047
942,0,0,4.1,707,30,13,445,850.0,5047
943,1,0,4.2,261,30,13,389,700.0,5047
944,1,1,4.2,150,1,13,462,600.0,1391
945,1,1,4.2,1901,30,13,423,800.0,5047
946,1,0,4.0,324,1,13,462,700.0,5047
947,1,0,4.6,228,30,13,359,400.0,5047
948,1,0,4.2,504,1,13,485,550.0,5047
949,1,0,4.1,130,30,13,473,650.0,5047
950,0,0,4.1,108,30,13,427,700.0,5047
951,1,0,3.8,918,1,16,484,800.0,5047
952,1,0,3.8,90,1,13,332,650.0,5047
953,1,0,3.8,144,1,13,533,700.0,5047
954,0,0,3.8,46,30,13,332,400.0,5047
955,0,0,4.0,62,30,13,332,150.0,5047
956,1,1,3.9,291,30,13,368,650.0,5047
957,0,0,3.2,59,30,16,436,550.0,5047
958,1,0,2.9,62,30,65,548,650.0,5047
959,1,0,2.6,157,30,13,346,450.0,5047
960,0,0,3.7,168,30,13,437,400.0,5047
961,1,0,4.6,143,42,29,930,500.0,5047
962,1,0,3.9,627,1,29,923,450.0,1924
963,1,0,4.1,414,30,62,330,500.0,5047
964,1,0,4.2,95,30,11,214,400.0,5047
965,1,0,4.4,4884,30,20,1402,750.0,5047
966,1,0,4.0,771,1,20,1589,450.0,5047
967,1,0,4.2,64,4,62,1510,500.0,5047
968,1,0,4.1,233,4,62,1628,200.0,5047
969,1,0,3.8,505,1,62,322,450.0,669
970,1,0,4.1,201,1,62,1597,300.0,4837
971,1,0,4.0,774,42,20,238,800.0,5047
972,1,0,3.7,125,28,62,1177,250.0,5047
973,1,0,3.8,540,4,20,1353,650.0,5047
974,1,0,3.7,176,4,62,1507,600.0,5047
975,1,0,4.1,296,30,62,1569,200.0,5047
976,1,0,3.6,91,28,72,298,500.0,5047
977,1,0,3.8,133,4,62,1636,200.0,4542
978,1,1,4.2,354,1,20,151,800.0,631
979,1,0,3.6,518,28,20,1589,400.0,5047
980,1,0,4.3,792,30,62,84,300.0,5047
981,1,0,4.2,504,1,13,485,550.0,921
982,1,0,4.1,1720,4,62,1355,400.0,5047
983,1,0,3.7,107,4,9,221,150.0,4868
984,1,0,3.9,55,0,62,235,300.0,5047
985,1,0,3.2,395,30,62,1196,300.0,5047
986,1,0,4.0,78,30,62,1079,100.0,5047
987,1,0,4.0,332,28,62,1589,300.0,5047
988,1,0,4.0,1975,28,20,294,800.0,5047
989,1,0,4.0,618,30,20,288,750.0,5047
990,1,0,3.3,261,73,20,1196,500.0,5047
991,1,0,4.0,253,30,30,773,300.0,5047
992,1,0,3.9,750,4,20,1277,500.0,5047
993,1,1,4.6,2556,1,22,1468,600.0,5047
994,1,0,3.9,210,30,11,778,400.0,5047
995,1,0,3.8,71,4,30,959,400.0,5047
996,1,0,3.9,230,1,29,235,650.0,1999
997,1,0,4.2,444,4,62,1547,100.0,5047
998,1,0,4.3,630,30,62,1454,200.0,5047
999,1,1,4.1,175,30,20,1591,500.0,5047
1000,1,0,3.9,441,1,62,1592,400.0,5047
1001,1,1,4.1,2723,0,20,296,800.0,5047
1002,1,0,3.8,693,1,20,1474,750.0,5047
1003,1,0,4.4,4401,30,20,286,600.0,5047
1004,1,0,3.9,172,1,29,1465,750.0,2181
1005,1,0,3.9,319,3,20,1196,650.0,5047
1006,1,0,3.7,170,28,62,862,200.0,5047
1007,1,0,3.2,208,30,12,1652,250.0,5047
1008,1,0,4.1,163,4,62,684,500.0,5047
1009,1,0,3.7,97,30,62,1386,350.0,5047
1010,1,0,4.2,415,1,62,1190,500.0,1022
1011,1,1,3.9,291,30,13,368,650.0,5047
1012,1,0,4.2,1647,1,20,609,600.0,5047
1013,1,1,4.1,364,30,20,1665,1200.0,5047
1014,1,0,3.8,70,1,62,1547,100.0,5047
1015,1,0,3.5,80,1,62,1670,250.0,5047
1016,1,0,3.9,264,1,62,1547,200.0,5047
1017,1,0,4.0,166,30,62,1589,400.0,5047
1018,1,0,3.9,134,30,62,1647,400.0,5047
1019,1,0,4.1,364,4,20,1566,550.0,5047
1020,1,0,4.2,449,30,13,362,400.0,5047
1021,1,0,3.9,56,4,30,773,400.0,5047
1022,1,0,3.9,148,30,62,1121,400.0,5047
1023,1,0,4.0,53,1,29,1113,600.0,1502
1024,1,1,4.2,2115,1,20,1481,800.0,5047
1025,1,0,3.9,67,30,62,817,200.0,5047
1026,1,0,4.2,287,1,62,1156,350.0,5047
1027,1,0,3.6,84,1,62,1589,250.0,5047
1028,1,1,4.2,2171,28,60,10,1200.0,5047
1029,1,1,4.2,1428,28,20,64,800.0,5047
1030,1,0,3.7,93,4,62,1628,200.0,1735
1031,1,1,3.9,1227,3,20,116,900.0,5047
1032,1,0,4.1,164,30,62,256,400.0,5047
1033,1,0,3.8,577,30,20,1421,900.0,432
1034,1,1,4.2,166,30,20,924,800.0,3880
1035,1,0,3.5,32,1,62,1486,150.0,5047
1036,1,0,3.9,104,30,62,817,200.0,4636
1037,1,0,3.9,38,1,30,949,150.0,5047
1038,1,0,4.5,155,30,9,228,300.0,5047
1039,1,1,4.2,3227,0,25,1156,1600.0,5047
1040,1,0,2.8,109,73,20,616,500.0,5047
1041,1,0,3.7,662,28,20,201,650.0,304
1042,1,1,4.5,784,0,20,716,800.0,5047
1043,1,0,3.0,73,73,20,1156,500.0,4607
1044,1,0,3.9,85,28,62,1490,300.0,2906
1045,1,0,4.3,659,30,30,181,500.0,5047
1046,1,0,3.8,152,30,30,773,350.0,5047
1047,1,0,4.1,337,30,62,547,300.0,5047
1048,1,0,4.2,191,4,62,1636,250.0,3958
1049,1,0,4.0,108,30,62,329,500.0,5047
1050,1,0,4.1,438,30,30,791,500.0,5047
1051,1,0,3.9,49,30,62,1587,200.0,5047
1052,1,0,3.6,276,4,62,322,500.0,5047
1053,1,1,4.2,1539,0,20,1054,800.0,5047
1054,1,1,4.1,1063,30,21,987,1200.0,5047
1055,1,0,3.6,195,30,20,597,800.0,5047
1056,1,0,3.9,211,30,20,840,500.0,5047
1057,1,0,4.3,860,1,30,789,500.0,5047
1058,1,0,4.2,289,3,62,6,400.0,5047
1059,1,0,4.2,146,1,9,215,400.0,5047
1060,1,0,4.2,169,28,13,361,600.0,5047
1061,1,0,3.9,134,30,62,866,350.0,5047
1062,1,0,3.9,113,73,62,861,250.0,5047
1063,1,0,3.9,91,30,62,230,200.0,5047
1064,1,0,3.7,237,1,62,1571,200.0,5047
1065,1,1,3.8,197,30,57,536,1000.0,5047
1066,1,0,3.9,133,1,13,441,800.0,5047
1067,1,0,4.0,90,28,0,181,500.0,5047
1068,1,1,4.3,1252,30,22,922,800.0,5047
1069,1,0,4.1,796,30,13,437,400.0,5047
1070,1,0,3.8,918,1,16,484,800.0,5047
1071,1,0,3.8,155,30,20,1597,450.0,5047
1072,1,0,3.9,240,4,13,332,700.0,5047
1073,1,0,3.6,41,0,13,401,700.0,5047
1074,1,0,3.7,217,85,62,1474,800.0,3142
1075,1,0,4.0,73,4,0,194,300.0,5047
1076,1,0,4.1,192,30,30,789,300.0,5047
1077,1,0,3.8,53,30,62,953,250.0,5047
1078,1,0,3.9,61,73,9,214,150.0,5047
1079,1,0,3.8,242,30,20,1089,650.0,5047
1080,1,0,4.0,465,30,20,1597,600.0,5047
1081,1,0,4.0,324,1,13,462,700.0,5047
1082,1,0,2.6,307,73,20,1145,700.0,5047
